"Date","APP ID","Game Name","Device","Total Registered Members","Total Verified Members","Newly Registered Members","Newly Verified Members","Newly Unregistered Members","Download","DAU","ARPDAU","Charged UU","Gold Spent","ARPU","ARPPU","Complimentary Gold Spent"
"2024-06-22","50784","Eros Fantasy","ANDROID_APP","294970","104407","187","70","0","74","2039","8.75","9","17834","0.06","1981.56","0"
"2024-06-22","50784","Eros Fantasy","PC","175907","81616","67","40","0","0","1231","17.57","9","21627","0.12","2403","0"
"2024-06-22","50784","Eros Fantasy","TOTAL","478285","185982","252","109","0","269","3185","12.39","18","39461","0.08","2192.28","0"
"2024-06-23","50784","Eros Fantasy","ANDROID_APP","295099","104461","129","54","0","49","2009","25.02","15","50259","0.17","3350.6","0"
"2024-06-23","50784","Eros Fantasy","PC","175975","81659","68","43","0","0","1206","27.06","8","32634","0.19","4079.25","0"
"2024-06-23","50784","Eros Fantasy","TOTAL","478479","186079","194","97","0","224","3140","26.4","23","82893","0.17","3604.04","0"
"2024-06-24","50784","Eros Fantasy","ANDROID_APP","295244","104510","146","49","1","83","1961","10.7","13","20979","0.07","1613.77","0"
"2024-06-24","50784","Eros Fantasy","PC","176035","81692","60","33","0","0","1191","6.71","4","7994","0.05","1998.5","0"
"2024-06-24","50784","Eros Fantasy","TOTAL","478684","186161","206","82","1","237","3069","9.44","17","28973","0.06","1704.29","0"
"2024-06-25","50784","Eros Fantasy","ANDROID_APP","295349","104542","105","32","0","42","1955","11.45","8","22391","0.08","2798.88","0"
"2024-06-25","50784","Eros Fantasy","PC","176081","81716","47","24","1","0","1162","23.99","9","27881","0.16","3097.89","0"
"2024-06-25","50784","Eros Fantasy","TOTAL","478835","186217","152","56","1","196","3045","16.51","17","50272","0.11","2957.18","0"
"2024-06-26","50784","Eros Fantasy","ANDROID_APP","295468","104584","119","42","0","48","1921","16.29","10","31294","0.11","3129.4","0"
"2024-06-26","50784","Eros Fantasy","PC","176116","81738","36","22","1","0","1163","18.99","7","22089","0.13","3155.57","0"
"2024-06-26","50784","Eros Fantasy","TOTAL","478987","186281","153","64","1","192","3014","17.71","17","53383","0.11","3140.18","0"
"2024-06-27","50784","Eros Fantasy","ANDROID_APP","295568","104621","101","37","1","39","1920","12.14","12","23308","0.08","1942.33","0"
"2024-06-27","50784","Eros Fantasy","PC","176153","81759","38","21","1","0","1127","29.67","8","33443","0.19","4180.38","0"
"2024-06-27","50784","Eros Fantasy","TOTAL","479123","186338","138","57","2","189","2970","19.11","20","56751","0.12","2837.55","0"
"2024-06-28","50784","Eros Fantasy","ANDROID_APP","295674","104656","106","35","0","51","1870","15.49","13","28973","0.1","2228.69","0"
"2024-06-28","50784","Eros Fantasy","PC","176186","81771","33","12","0","0","1106","3.93","4","4350","0.02","1087.5","0"
"2024-06-28","50784","Eros Fantasy","TOTAL","479261","186384","138","46","0","201","2906","11.47","17","33323","0.07","1960.18","0"
"2024-06-29","50784","Eros Fantasy","ANDROID_APP","295761","104687","87","31","0","33","1773","35.27","14","62534","0.21","4466.71","0"
"2024-06-29","50784","Eros Fantasy","PC","176229","81796","43","25","0","0","1051","2.94","3","3090","0.02","1030","0"
"2024-06-29","50784","Eros Fantasy","TOTAL","479391","186440","130","56","0","160","2769","23.7","17","65624","0.14","3860.24","0"
"2024-06-30","50784","Eros Fantasy","ANDROID_APP","295869","104717","108","30","0","53","1800","31.22","19","56190","0.19","2957.37","0"
"2024-06-30","50784","Eros Fantasy","PC","176282","81825","53","29","0","0","1087","9.06","6","9849","0.06","1641.5","0"
"2024-06-30","50784","Eros Fantasy","TOTAL","479550","186499","159","59","0","217","2829","23.34","25","66039","0.14","2641.56","0"
"2024-07-01","50784","Eros Fantasy","ANDROID_APP","295975","104752","106","35","0","70","1805","16.73","6","30199","0.1","5033.17","0"
"2024-07-01","50784","Eros Fantasy","PC","176323","81840","41","15","0","0","1103","8.16","4","8998","0.05","2249.5","0"
"2024-07-01","50784","Eros Fantasy","TOTAL","479695","186549","145","50","0","432","2847","13.77","10","39197","0.08","3919.7","0"
"2024-07-02","50784","Eros Fantasy","ANDROID_APP","296150","104800","175","48","0","65","1881","2.29","6","4299","0.01","716.5","0"
"2024-07-02","50784","Eros Fantasy","PC","176385","81872","62","32","0","0","1086","0.92","1","999","0.01","999","0"
"2024-07-02","50784","Eros Fantasy","TOTAL","479931","186629","236","80","0","413","2906","1.82","7","5298","0.01","756.86","0"
"2024-07-03","50784","Eros Fantasy","ANDROID_APP","296291","104846","141","46","0","36","1896","19.48","11","36934","0.12","3357.64","0"
"2024-07-03","50784","Eros Fantasy","PC","176422","81888","37","16","0","0","1090","1.83","1","1999","0.01","1999","0"
"2024-07-03","50784","Eros Fantasy","TOTAL","480109","186691","178","62","0","262","2925","13.31","12","38933","0.08","3244.42","0"
"2024-07-04","50784","Eros Fantasy","ANDROID_APP","296406","104891","115","45","0","30","1772","4.23","5","7499","0.03","1499.8","0"
"2024-07-04","50784","Eros Fantasy","PC","176459","81909","37","21","0","0","1045","2.39","2","2499","0.01","1249.5","0"
"2024-07-04","50784","Eros Fantasy","TOTAL","480260","186756","151","65","0","237","2774","3.6","7","9998","0.02","1428.29","0"
"2024-07-05","50784","Eros Fantasy","ANDROID_APP","296508","104923","102","32","0","46","1792","64.06","33","114795","0.39","3478.64","0"
"2024-07-05","50784","Eros Fantasy","PC","176497","81927","38","18","0","0","1030","67.09","21","69100","0.39","3290.48","0"
"2024-07-05","50784","Eros Fantasy","TOTAL","480399","186805","139","49","0","208","2753","66.8","53","183895","0.38","3469.72","0"
"2024-07-06","50784","Eros Fantasy","ANDROID_APP","296674","104970","166","47","0","89","1815","19.06","17","34586","0.12","2034.47","0"
"2024-07-06","50784","Eros Fantasy","PC","176564","81962","67","35","0","0","1073","11.04","3","11850","0.07","3950","0"
"2024-07-06","50784","Eros Fantasy","TOTAL","480629","186885","230","80","0","323","2807","16.54","20","46436","0.1","2321.8","0"
"2024-07-07","50784","Eros Fantasy","ANDROID_APP","296795","105013","121","43","0","56","1827","28.84","12","52689","0.18","4390.75","0"
"2024-07-07","50784","Eros Fantasy","PC","176616","81993","52","31","0","0","1096","9.81","8","10748","0.06","1343.5","0"
"2024-07-07","50784","Eros Fantasy","TOTAL","480800","186957","171","72","0","232","2842","22.32","20","63437","0.13","3171.85","0"
"2024-07-08","50784","Eros Fantasy","ANDROID_APP","296931","105049","136","36","0","75","1869","10.64","7","19888","0.07","2841.14","0"
"2024-07-08","50784","Eros Fantasy","PC","176664","82019","48","26","0","0","1104","33.74","6","37244","0.21","6207.33","0"
"2024-07-08","50784","Eros Fantasy","TOTAL","480984","187019","184","62","0","252","2885","19.8","13","57132","0.12","4394.77","0"
"2024-07-09","50784","Eros Fantasy","ANDROID_APP","297020","105081","89","32","0","43","1802","17.51","9","31545","0.11","3505","0"
"2024-07-09","50784","Eros Fantasy","PC","176708","82041","46","22","2","0","1074","20.95","9","22498","0.13","2499.78","11000"
"2024-07-09","50784","Eros Fantasy","TOTAL","481116","187072","134","53","2","181","2784","19.41","18","54043","0.11","3002.39","11000"
"2024-07-10","50784","Eros Fantasy","ANDROID_APP","297132","105116","112","35","0","67","1826","22.01","12","40191","0.14","3349.25","0"
"2024-07-10","50784","Eros Fantasy","PC","176780","82074","72","33","0","0","1100","14.09","7","15494","0.09","2213.43","0"
"2024-07-10","50784","Eros Fantasy","TOTAL","481297","187138","181","66","0","500","2831","19.67","19","55685","0.12","2930.79","0"
"2024-07-11","50784","Eros Fantasy","ANDROID_APP","297287","105156","156","40","1","62","1868","11.53","13","21546","0.07","1657.38","0"
"2024-07-11","50784","Eros Fantasy","PC","176842","82111","62","37","0","0","1061","9.47","8","10044","0.06","1255.5","0"
"2024-07-11","50784","Eros Fantasy","TOTAL","481514","187215","218","77","1","390","2846","11.1","20","31590","0.07","1579.5","0"
"2024-07-12","50784","Eros Fantasy","ANDROID_APP","297426","105186","139","30","0","46","1916","22.36","16","42840","0.14","2677.5","0"
"2024-07-12","50784","Eros Fantasy","PC","176884","82131","42","20","0","0","1054","24.56","8","25890","0.15","3236.25","8000"
"2024-07-12","50784","Eros Fantasy","TOTAL","481694","187265","180","50","0","279","2889","23.79","24","68730","0.14","2863.75","8000"
"2024-07-13","50784","Eros Fantasy","ANDROID_APP","297553","105220","127","34","0","48","1838","36.85","17","67733","0.23","3984.29","0"
"2024-07-13","50784","Eros Fantasy","PC","176919","82152","35","21","0","0","1045","26.26","9","27440","0.16","3048.89","0"
"2024-07-13","50784","Eros Fantasy","TOTAL","481854","187319","160","54","0","223","2802","33.97","26","95173","0.2","3660.5","0"
"2024-07-14","50784","Eros Fantasy","ANDROID_APP","297760","105268","207","48","0","79","1934","12.87","14","24891","0.08","1777.93","0"
"2024-07-14","50784","Eros Fantasy","PC","176975","82187","56","35","0","0","1079","15.29","6","16498","0.09","2749.67","0"
"2024-07-14","50784","Eros Fantasy","TOTAL","482115","187401","261","82","0","325","2921","14.17","20","41389","0.09","2069.45","0"
"2024-07-15","50784","Eros Fantasy","ANDROID_APP","297902","105311","142","43","0","45","1930","21.14","15","40796","0.14","2719.73","0"
"2024-07-15","50784","Eros Fantasy","PC","177015","82208","40","21","0","0","1064","2.35","2","2499","0.01","1249.5","0"
"2024-07-15","50784","Eros Fantasy","TOTAL","482297","187465","182","64","0","237","2905","14.9","17","43295","0.09","2546.76","0"
"2024-07-16","50784","Eros Fantasy","ANDROID_APP","298039","105361","137","50","0","39","1878","15.92","11","29892","0.1","2717.45","0"
"2024-07-16","50784","Eros Fantasy","PC","177052","82226","37","18","0","0","1056","15.62","8","16495","0.09","2061.88","0"
"2024-07-16","50784","Eros Fantasy","TOTAL","482470","187532","173","67","0","201","2848","16.29","19","46387","0.1","2441.42","0"
"2024-07-17","50784","Eros Fantasy","ANDROID_APP","298145","105396","106","35","0","46","1845","18.61","14","34340","0.12","2452.86","0"
"2024-07-17","50784","Eros Fantasy","PC","177093","82245","41","19","0","0","1026","7.16","4","7349","0.04","1837.25","0"
"2024-07-17","50784","Eros Fantasy","TOTAL","482616","187586","146","54","0","218","2796","14.91","18","41689","0.09","2316.06","0"
"2024-07-18","50784","Eros Fantasy","ANDROID_APP","298263","105435","118","39","0","47","1803","4.99","5","8997","0.03","1799.4","0"
"2024-07-18","50784","Eros Fantasy","PC","177137","82265","44","20","0","0","1052","1.05","3","1100","0.01","366.67","0"
"2024-07-18","50784","Eros Fantasy","TOTAL","482777","187644","161","58","0","420","2809","3.59","8","10097","0.02","1262.13","0"
"2024-07-19","50784","Eros Fantasy","ANDROID_APP","298456","105487","193","52","0","82","1893","122.38","44","231657","0.78","5264.93","0"
"2024-07-19","50784","Eros Fantasy","PC","177217","82312","80","47","0","0","1112","136.81","32","152132","0.86","4754.13","0"
"2024-07-19","50784","Eros Fantasy","TOTAL","483049","187742","272","98","0","451","2904","132.16","76","383789","0.79","5049.86","0"
"2024-07-20","50784","Eros Fantasy","ANDROID_APP","298761","105593","305","106","0","133","2012","47.91","25","96394","0.32","3855.76","0"
"2024-07-20","50784","Eros Fantasy","PC","177346","82375","129","63","0","0","1163","24.79","8","28827","0.16","3603.38","0"
"2024-07-20","50784","Eros Fantasy","TOTAL","483482","187910","433","168","0","665","3086","40.58","33","125221","0.26","3794.58","0"
"2024-07-21","50784","Eros Fantasy","ANDROID_APP","298982","105667","221","74","0","75","1962","33.5","19","65727","0.22","3459.32","0"
"2024-07-21","50784","Eros Fantasy","PC","177395","82401","49","26","0","0","1109","49.58","8","54984","0.31","6873","0"
"2024-07-21","50784","Eros Fantasy","TOTAL","483749","188009","267","99","0","442","2975","40.58","27","120711","0.25","4470.78","0"
"2024-07-22","50784","Eros Fantasy","ANDROID_APP","299235","105744","254","77","1","93","2045","12.66","13","25888","0.09","1991.38","0"
"2024-07-22","50784","Eros Fantasy","PC","177496","82457","102","56","1","0","1149","19.76","8","22699","0.13","2837.38","0"
"2024-07-22","50784","Eros Fantasy","TOTAL","484100","188141","353","132","2","420","3106","15.64","21","48587","0.1","2313.67","0"
"2024-07-23","50784","Eros Fantasy","ANDROID_APP","299373","105791","138","47","0","69","1907","12.94","14","24673","0.08","1762.36","0"
"2024-07-23","50784","Eros Fantasy","PC","177540","82479","44","22","0","0","1112","12.04","11","13385","0.08","1216.82","0"
"2024-07-23","50784","Eros Fantasy","TOTAL","484280","188208","180","67","0","270","2925","13.01","25","38058","0.08","1522.32","0"
"2024-07-24","50784","Eros Fantasy","ANDROID_APP","299486","105828","114","37","1","43","1849","25.14","16","46477","0.16","2904.81","0"
"2024-07-24","50784","Eros Fantasy","PC","177581","82497","41","18","0","0","1062","16.66","9","17697","0.1","1966.33","0"
"2024-07-24","50784","Eros Fantasy","TOTAL","484432","188261","153","53","1","231","2829","22.68","25","64174","0.13","2566.96","0"
"2024-07-25","50784","Eros Fantasy","ANDROID_APP","299612","105869","127","41","1","41","1808","19.32","17","34926","0.12","2054.47","0"
"2024-07-25","50784","Eros Fantasy","PC","177636","82525","55","28","0","0","1073","10.56","6","11327","0.06","1887.83","0"
"2024-07-25","50784","Eros Fantasy","TOTAL","484612","188329","181","68","1","226","2800","16.52","23","46253","0.1","2011","0"
"2024-07-26","50784","Eros Fantasy","ANDROID_APP","299719","105905","107","36","0","33","1762","27.93","34","49209","0.16","1447.32","0"
"2024-07-26","50784","Eros Fantasy","PC","177672","82546","36","21","0","0","1049","19.06","14","19991","0.11","1427.93","0"
"2024-07-26","50784","Eros Fantasy","TOTAL","484755","188386","143","57","0","183","2730","25.35","48","69200","0.14","1441.67","0"
"2024-07-27","50784","Eros Fantasy","ANDROID_APP","299827","105935","108","30","0","48","1684","20.06","18","33773","0.11","1876.28","0"
"2024-07-27","50784","Eros Fantasy","PC","177714","82572","42","26","0","0","995","14.81","11","14736","0.08","1339.64","0"
"2024-07-27","50784","Eros Fantasy","TOTAL","484904","188441","149","55","0","190","2613","18.56","29","48509","0.1","1672.72","0"
"2024-07-28","50784","Eros Fantasy","ANDROID_APP","299963","105986","136","51","0","61","1757","12.37","14","21739","0.07","1552.79","0"
"2024-07-28","50784","Eros Fantasy","PC","177747","82586","33","14","0","0","997","7.57","4","7548","0.04","1887","0"
"2024-07-28","50784","Eros Fantasy","TOTAL","485071","188506","167","65","0","204","2694","10.87","18","29287","0.06","1627.06","0"
"2024-07-29","50784","Eros Fantasy","ANDROID_APP","300076","106026","113","40","0","47","1746","11.88","10","20746","0.07","2074.6","0"
"2024-07-29","50784","Eros Fantasy","PC","177786","82608","40","22","1","0","1068","12.96","9","13845","0.08","1538.33","0"
"2024-07-29","50784","Eros Fantasy","TOTAL","485222","188567","152","61","1","188","2753","12.56","19","34591","0.07","1820.58","0"
"2024-07-30","50784","Eros Fantasy","ANDROID_APP","300176","106057","100","31","0","47","1721","8.04","12","13843","0.05","1153.58","0"
"2024-07-30","50784","Eros Fantasy","PC","177837","82634","51","26","0","0","1065","17.13","11","18248","0.1","1658.91","0"
"2024-07-30","50784","Eros Fantasy","TOTAL","485373","188624","151","57","0","198","2716","11.82","23","32091","0.07","1395.26","0"
"2024-07-31","50784","Eros Fantasy","ANDROID_APP","300317","106096","141","39","0","55","1752","27.52","21","48211","0.16","2295.76","0"
"2024-07-31","50784","Eros Fantasy","PC","177888","82656","51","22","0","0","1058","50.25","11","53161","0.3","4832.82","0"
"2024-07-31","50784","Eros Fantasy","TOTAL","485564","188685","191","61","0","224","2749","36.88","32","101372","0.21","3167.88","0"
"2024-08-01","50784","Eros Fantasy","ANDROID_APP","300470","106146","153","50","0","66","1761","8.72","12","15349","0.05","1279.08","0"
"2024-08-01","50784","Eros Fantasy","PC","177958","82696","70","40","0","0","1053","18.87","11","19874","0.11","1806.73","0"
"2024-08-01","50784","Eros Fantasy","TOTAL","485787","188775","223","90","0","344","2753","12.79","23","35223","0.07","1531.43","0"
"2024-08-02","50784","Eros Fantasy","ANDROID_APP","300602","106197","134","51","2","73","1837","68.7","39","126198","0.42","3235.85","0"
"2024-08-02","50784","Eros Fantasy","PC","178008","82724","50","28","0","0","1064","61.41","21","65341","0.37","3111.48","0"
"2024-08-02","50784","Eros Fantasy","TOTAL","485966","188852","181","77","2","550","2796","68.5","59","191539","0.39","3246.42","0"
"2024-08-03","50784","Eros Fantasy","ANDROID_APP","300827","106273","225","76","0","84","1914","34.27","20","65589","0.22","3279.45","0"
"2024-08-03","50784","Eros Fantasy","PC","178124","82796","117","72","1","0","1102","38.33","11","42243","0.24","3840.27","0"
